Source,Target,Type,Id,Label,timeset,Weight
1297890577040773121,422201803,Directed,667,,,1
497052651,19570960,Directed,688,,,1
497052651,50769180,Directed,691,,,1
497052651,17685258,Directed,692,,,1
497052651,91478624,Directed,694,,,1
1063519736607268872,158487331,Directed,699,,,1
18139497,16174854,Directed,731,,,1
18139497,18166778,Directed,734,,,1
34430522,39364684,Directed,752,,,1
34430522,255388236,Directed,753,,,1
34430522,415605847,Directed,757,,,1
1108472017144201216,245963716,Directed,776,,,1
216935219,1367531,Directed,784,,,1
818928162449068032,54885400,Directed,809,,,1
818928162449068032,818876014390603776,Directed,812,,,1
818928162449068032,988573326376427520,Directed,816,,,1
29458079,272395158,Directed,839,,,1
29458079,17685258,Directed,840,,,1
29458079,299456906,Directed,841,,,1
29458079,30180137,Directed,842,,,1
29458079,34395888,Directed,843,,,1
29458079,16331010,Directed,845,,,1
29458079,24578794,Directed,846,,,1
29458079,19956026,Directed,847,,,1
1268970789883314180,523248016,Directed,859,,,1
1268970789883314180,21536398,Directed,861,,,1
1268970789883314180,39344374,Directed,864,,,1
38495835,91279573,Directed,868,,,1
39344374,3420965229,Directed,876,,,1
39344374,2651190312,Directed,878,,,1
722586421622611968,807095,Directed,924,,,1
722586421622611968,29458079,Directed,931,,,1
151123001,17461978,Directed,951,,,1
40793905,25073877,Directed,954,,,1
788752007246905344,34197952,Directed,967,,,1
199854295,270109981,Directed,997,,,1
112764971,90836187,Directed,1008,,,1
14957318,7744592,Directed,1034,,,1
3309200134,5402612,Directed,1042,,,1
1270520908592099329,322293052,Directed,1045,,,1
1270520908592099329,18839785,Directed,1046,,,1
1270520908592099329,1447949844,Directed,1047,,,1
1270520908592099329,25073877,Directed,1048,,,1
1270520908592099329,885487044243238912,Directed,1050,,,1
1270520908592099329,471741741,Directed,1052,,,1
384951307,2326857668,Directed,1056,,,1
384951307,2255036665,Directed,1063,,,1
720293443260456960,39344374,Directed,1071,,,1
720293443260456960,205938621,Directed,1072,,,1
720293443260456960,245963716,Directed,1073,,,1
34927577,704391334128394240,Directed,1075,,,1
34927577,240802366,Directed,1080,,,1
23937786,108568373,Directed,1111,,,1
45662364,939091,Directed,1115,,,1
45662364,22203756,Directed,1117,,,1
45662364,22841103,Directed,1120,,,1
36218435,15811181,Directed,1125,,,1
36218435,13850422,Directed,1126,,,1
36218435,325830217,Directed,1134,,,1
1274612817820356608,39344374,Directed,1143,,,1
595515713,14957318,Directed,1167,,,1
595515713,1111940934,Directed,1169,,,1
25101996,58579942,Directed,1185,,,1
25101996,2935489123,Directed,1186,,,1
25101996,23603092,Directed,1188,,,1
25101996,3420965229,Directed,1189,,,1
25101996,3932768472,Directed,1190,,,1
25101996,595515713,Directed,1191,,,1
25101996,1485029462,Directed,1192,,,1
25101996,42389136,Directed,1194,,,1
1293914509476679681,250037542,Directed,1195,,,1
1293914509476679681,25073877,Directed,1198,,,1
842071545296084992,45828171,Directed,1208,,,1
842071545296084992,276445663,Directed,1209,,,1
3431530511,19583545,Directed,1210,,,1
51990743,22203756,Directed,1234,,,1
1284223303868198914,25073877,Directed,1270,,,1
145535271,63796828,Directed,1281,,,1
145535271,783214,Directed,1288,,,1
857250949110300676,177673457,Directed,1298,,,1
857250949110300676,2617066206,Directed,1299,,,1
14980820,15485441,Directed,1328,,,1
18166778,18139497,Directed,1331,,,1
18166778,16882335,Directed,1332,,,1
18166778,51990743,Directed,1333,,,1
18166778,3995778614,Directed,1337,,,1
18166778,34927577,Directed,1338,,,1
18166778,15515169,Directed,1339,,,1
1346439824,2617066206,Directed,1348,,,1
205938621,14364779,Directed,1351,,,1
1754641,33792634,Directed,1382,,,1
1140041857,29562422,Directed,1415,,,1
1297740366318313472,173744348,Directed,1421,,,1
1297740366318313472,104040220,Directed,1423,,,1
1297740366318313472,21447363,Directed,1429,,,1
1297740366318313472,26565946,Directed,1430,,,1
16331010,46973152,Directed,1434,,,1
19956026,18228898,Directed,1454,,,1
69079291,26270971,Directed,1464,,,1
2558684335,18839785,Directed,1484,,,1
2558684335,2541363451,Directed,1489,,,1
1118981037944500224,14130366,Directed,1506,,,1
2375182790,885487044243238912,Directed,1515,,,1
835833765033291777,105297123,Directed,1521,,,1
835833765033291777,140750163,Directed,1529,,,1
84457849,247723476,Directed,1531,,,1
322293052,471352249,Directed,1542,,,1
322293052,37011822,Directed,1545,,,1
322293052,36065771,Directed,1546,,,1
322293052,50826280,Directed,1547,,,1
322293052,30621351,Directed,1549,,,1
322293052,36218435,Directed,1550,,,1
322293052,25127156,Directed,1551,,,1
1092088353439264769,870825202678157312,Directed,1572,,,1
1092088353439264769,127117223,Directed,1573,,,1
1092088353439264769,1216971385777664005,Directed,1574,,,1
1092088353439264769,941304403054727169,Directed,1575,,,1
1092088353439264769,1196816405779361793,Directed,1576,,,1
1092088353439264769,1063519736607268872,Directed,1577,,,1
1092088353439264769,900528228745478145,Directed,1578,,,1
1092088353439264769,3045608319,Directed,1580,,,1
1092088353439264769,1253758623123214339,Directed,1581,,,1
309052808,50393960,Directed,1622,,,1
1297256029973954560,1094649075021107200,Directed,1660,,,1
93070840,23603092,Directed,1668,,,1
1289004691079274496,38495835,Directed,1676,,,1
1289004691079274496,25073877,Directed,1681,,,1
1072996442,39349894,Directed,1724,,,1
1251920160342056962,2233154425,Directed,1782,,,1
1251920160342056962,216065430,Directed,1783,,,1
1251920160342056962,822215679726100480,Directed,1784,,,1
1251920160342056962,9695312,Directed,1790,,,1
1251920160342056962,21536398,Directed,1791,,,1
1296445798650126341,2353605901,Directed,1794,,,1
1297012590875312129,27000730,Directed,1816,,,1
1297012590875312129,49698134,Directed,1817,,,1
1297012590875312129,21536398,Directed,1818,,,1
1297887174176788481,84078498,Directed,1823,,,1
1297887174176788481,25073877,Directed,1824,,,1
1297887174176788481,112764971,Directed,1825,,,1
1297887174176788481,1042463396128583681,Directed,1827,,,1
1297887174176788481,531615634,Directed,1828,,,1
1297887174176788481,273452117,Directed,1830,,,1
1297887174176788481,97452391,Directed,1831,,,1
1297354304798375936,25073877,Directed,1842,,,1
1297354304798375936,50769180,Directed,1846,,,1
1297354304798375936,26487169,Directed,1849,,,1
1297354304798375936,38495835,Directed,1851,,,1
42389136,19248106,Directed,1880,,,1
42389136,14982804,Directed,1881,,,1
1187679030582972417,1170215895895089153,Directed,1882,,,1
1187679030582972417,1094604723074797570,Directed,1884,,,1
1187679030582972417,1094649075021107200,Directed,1886,,,1
1187679030582972417,25073877,Directed,1888,,,1
1187679030582972417,1194614117543243777,Directed,1889,,,1
1187679030582972417,306642753,Directed,1890,,,1
1187679030582972417,2510356369,Directed,1891,,,1
1194614117543243777,247653244,Directed,1904,,,1
1373054690,5402612,Directed,1943,,,1
1373054690,28785486,Directed,1945,,,1
1373054690,2467791,Directed,1946,,,1
1373054690,357606935,Directed,1949,,,1
1283358278076882944,58579942,Directed,1954,,,1
1283358278076882944,15764644,Directed,1958,,,1
1283358278076882944,19739126,Directed,1960,,,1
1279617214459469824,25101996,Directed,1962,,,1
1279617214459469824,939091,Directed,1963,,,1
1279617214459469824,1339835893,Directed,1967,,,1
1279617214459469824,38495835,Directed,1969,,,1
33041426,15276225,Directed,2003,,,1
33041426,316033903,Directed,2005,,,1
33041426,248917209,Directed,2006,,,1
33041426,1618884925,Directed,2007,,,1
33041426,35206553,Directed,2008,,,1
33041426,25613925,Directed,2009,,,1
33041426,24008967,Directed,2010,,,1
936367565437157376,20793816,Directed,2042,,,1
936367565437157376,818503099,Directed,2044,,,1
936367565437157376,21001534,Directed,2045,,,1
936367565437157376,22756947,Directed,2046,,,1
936367565437157376,15506669,Directed,2047,,,1
936367565437157376,1900999764,Directed,2048,,,1
936367565437157376,85741735,Directed,2049,,,1
936367565437157376,14740219,Directed,2050,,,1
38164846,344801362,Directed,2061,,,1
38164846,158487331,Directed,2068,,,1
38164846,198975780,Directed,2070,,,1
2421079436,20710218,Directed,2101,,,1
2421079436,17475575,Directed,2102,,,1
2421079436,18927441,Directed,2103,,,1
2421079436,14222536,Directed,2105,,,1
2421079436,25460615,Directed,2106,,,1
2421079436,346878074,Directed,2107,,,1
2421079436,1345702333,Directed,2108,,,1
2421079436,18785482,Directed,2109,,,1
1292335003758559234,20793816,Directed,2112,,,1
1292335003758559234,34743251,Directed,2117,,,1
1292335003758559234,31348594,Directed,2118,,,1
1292335003758559234,3298340918,Directed,2119,,,1
1292335003758559234,885487044243238912,Directed,2120,,,1
310111388,471677441,Directed,2145,,,1
310111388,12,Directed,2147,,,1
863808288789590017,117102398,Directed,2158,,,1
68034431,283080153,Directed,2163,,,1
68034431,70363441,Directed,2167,,,1
1275874445601595392,31348594,Directed,2192,,,1
1275874445601595392,936367565437157376,Directed,2196,,,1
2363965196,1346439824,Directed,2212,,,1
2363965196,66780587,Directed,2215,,,1
2363965196,471741741,Directed,2219,,,1
3855911,17471979,Directed,2263,,,1
6708952,14251225,Directed,2281,,,1
1133445477536542720,185142711,Directed,2302,,,1
1133445477536542720,15241557,Directed,2304,,,1
1133445477536542720,1636590253,Directed,2306,,,1
3298340918,49954421,Directed,2332,,,1
3298340918,630788634,Directed,2334,,,1
3298340918,17602896,Directed,2335,,,1
3298340918,572373159,Directed,2336,,,1
3298340918,18200480,Directed,2337,,,1
3298340918,309366491,Directed,2338,,,1
3298340918,933737516,Directed,2339,,,1
3298340918,15227791,Directed,2340,,,1
24828946,51263592,Directed,2342,,,1
24828946,50393960,Directed,2343,,,1
2793952751,218078497,Directed,2421,,,1
1242819338886877184,33041426,Directed,2440,,,1
49305802,20015311,Directed,2452,,,1
2161606332,66780587,Directed,2459,,,1
41931916,2244994945,Directed,2469,,,1
980573135220113408,44196397,Directed,2477,,,1
1268871758347558912,20793816,Directed,2524,,,1
1268871758347558912,2902435381,Directed,2527,,,1
768088519088668672,25073877,Directed,2533,,,1
768088519088668672,2467791,Directed,2539,,,1
2714290906,102141753,Directed,2561,,,1
2714290906,234051381,Directed,2564,,,1
1026111586652631041,301309392,Directed,2620,,,1
1248672392639119360,41931916,Directed,2660,,,1
1248672392639119360,769869708359237632,Directed,2661,,,1
1248672392639119360,219248343,Directed,2663,,,1
1248672392639119360,295674527,Directed,2664,,,1
1248672392639119360,68034431,Directed,2665,,,1
1248672392639119360,2793952751,Directed,2666,,,1
1248672392639119360,556130277,Directed,2667,,,1
1248672392639119360,218078497,Directed,2668,,,1
2896946410,39275966,Directed,2670,,,1
2896946410,1339835893,Directed,2673,,,1
2896946410,5768872,Directed,2676,,,1
933737516,29873662,Directed,2684,,,1
933737516,20536157,Directed,2687,,,1
2577476334,1111940934,Directed,2690,,,1
2577476334,500704345,Directed,2691,,,1
2577476334,111141045,Directed,2692,,,1
2577476334,16303106,Directed,2693,,,1
2577476334,1314883734,Directed,2694,,,1
2577476334,6708952,Directed,2697,,,1
2577476334,18771370,Directed,2698,,,1
2577476334,16072058,Directed,2699,,,1
29734071,20536157,Directed,2700,,,1
29734071,91478624,Directed,2705,,,1
702207062,602317143,Directed,2732,,,1
572373159,15670515,Directed,2740,,,1
572373159,40519997,Directed,2742,,,1
62614267,818902172347678720,Directed,2750,,,1
62614267,15846407,Directed,2755,,,1
1297608510599987210,3065618342,Directed,2803,,,1
1297608510599987210,28406270,Directed,2808,,,1
556130277,68034431,Directed,2825,,,1
1261273216686813184,471741741,Directed,2830,,,1
1261273216686813184,36218435,Directed,2837,,,1
1261273216686813184,807095,Directed,2838,,,1
1278399152590737409,216065430,Directed,2841,,,1
1278399152590737409,17220817,Directed,2849,,,1
21925400,138203134,Directed,2873,,,1
219248343,68034431,Directed,2883,,,1
447062632,15012486,Directed,2904,,,1
447062632,19084896,Directed,2906,,,1
447062632,54951973,Directed,2908,,,1
447062632,11856892,Directed,2909,,,1
447062632,15808765,Directed,2913,,,1
279400382,20793816,Directed,2925,,,1
234051381,14392222,Directed,2944,,,1
234051381,61776324,Directed,2945,,,1
234051381,3855911,Directed,2947,,,1
234051381,29763247,Directed,2950,,,1
234051381,2558843462,Directed,2951,,,1
234051381,155878576,Directed,2953,,,1
2835606110,818503099,Directed,2985,,,1
2879463024,166739404,Directed,3007,,,1
1246391614546853900,2936714848,Directed,3043,,,1
1246391614546853900,1150409755342573569,Directed,3049,,,1
630788634,27260086,Directed,3062,,,1
630788634,816653,Directed,3067,,,1
102141753,5988062,Directed,3082,,,1
102141753,16186995,Directed,3083,,,1
102141753,325652151,Directed,3084,,,1
102141753,53925101,Directed,3085,,,1
102141753,148343494,Directed,3086,,,1
102141753,279400382,Directed,3087,,,1
102141753,214620546,Directed,3088,,,1
102141753,378221899,Directed,3089,,,1
102141753,231726733,Directed,3090,,,1
102141753,10441,Directed,3091,,,1
147441627,33884545,Directed,3110,,,1
2838456199,51241574,Directed,3113,,,1
2838456199,2097571,Directed,3114,,,1
2838456199,102141753,Directed,3121,,,1
1106579662136901633,85741735,Directed,3177,,,1
1106579662136901633,138372303,Directed,3179,,,1
1106579662136901633,11348282,Directed,3181,,,1
25613925,19725644,Directed,3236,,,1
383725805,612473,Directed,3287,,,1
180505807,1247630011043061764,Directed,3352,,,1
180505807,39364684,Directed,3355,,,1
85741735,17220817,Directed,3369,,,1
1224641811072765952,2425151,Directed,3376,,,1
1224641811072765952,180505807,Directed,3384,,,1
19795597,17602896,Directed,3399,,,1
19795597,816653,Directed,3400,,,1
19795597,66780587,Directed,3401,,,1
19795597,17220817,Directed,3403,,,1
19795597,15506669,Directed,3405,,,1
983804207827472385,1339835893,Directed,3409,,,1
818503099,512613427,Directed,3442,,,1
20793816,66780587,Directed,3466,,,1
20793816,234051381,Directed,3467,,,1
20793816,2577476334,Directed,3468,,,1
20793816,818902172347678720,Directed,3469,,,1
20793816,33041426,Directed,3470,,,1
20793816,102141753,Directed,3471,,,1
20793816,2902435381,Directed,3472,,,1
20793816,3298340918,Directed,3473,,,1
20793816,936367565437157376,Directed,3474,,,1
20793816,2421079436,Directed,3475,,,1
818902172347678720,18948923,Directed,3486,,,1
818902172347678720,21925400,Directed,3487,,,1
818902172347678720,2812017853,Directed,3488,,,1
818902172347678720,702207062,Directed,3489,,,1
818902172347678720,74319127,Directed,3491,,,1
818902172347678720,1278399152590737409,Directed,3492,,,1
818902172347678720,269865906,Directed,3493,,,1
818902172347678720,185397039,Directed,3494,,,1
15276225,34743251,Directed,3547,,,1
66780587,12447792,Directed,3556,,,1
66780587,1603882129,Directed,3558,,,1
66780587,807220518,Directed,3559,,,1
66780587,595689564,Directed,3562,,,1
66780587,823083,Directed,3563,,,1
66780587,215991162,Directed,3564,,,1
66780587,2161606332,Directed,3565,,,1
19566104,108985543,Directed,3602,,,1
15227791,50374439,Directed,3636,,,1
769869708359237632,68034431,Directed,3658,,,1
996282520542072832,39364684,Directed,3710,,,1
996282520542072832,1406619086,Directed,3715,,,1
1003751744822759425,1073075100679892993,Directed,3728,,,1
1003751744822759425,428377986,Directed,3731,,,1
326031474,20265254,Directed,3764,,,1
12266442,17169320,Directed,3810,,,1
214201922,1063034450,Directed,3824,,,1
1296022190622679040,32660559,Directed,3826,,,1
1296022190622679040,145711798,Directed,3828,,,1
1296022190622679040,58465556,Directed,3829,,,1
1296022190622679040,34613288,Directed,3830,,,1
1296022190622679040,1330457336,Directed,3831,,,1
1296022190622679040,60854650,Directed,3833,,,1
1296022190622679040,423868716,Directed,3834,,,1
1296022190622679040,627673190,Directed,3835,,,1
1216721118368878592,247653244,Directed,3883,,,1
1216721118368878592,21447363,Directed,3885,,,1
19955482,23827692,Directed,3890,,,1
818283514068017152,42562446,Directed,3930,,,1
818283514068017152,176566242,Directed,3935,,,1
1178259705984094209,1441928208,Directed,3942,,,1
1178259705984094209,3167789983,Directed,3948,,,1
1178259705984094209,27638671,Directed,3949,,,1
1273053994986934273,2279776304,Directed,3980,,,1
1273053994986934273,353178677,Directed,3982,,,1
1273053994986934273,425871040,Directed,3987,,,1
1273053994986934273,2842841126,Directed,3989,,,1
26703925,21278412,Directed,4008,,,1
2163885564,181572333,Directed,4025,,,1
42519612,352082953,Directed,4030,,,1
42519612,19272244,Directed,4037,,,1
475352813,344801362,Directed,4080,,,1
475352813,42519612,Directed,4081,,,1
475352813,18948541,Directed,4083,,,1
475352813,1039833297751302144,Directed,4085,,,1
475352813,314270661,Directed,4086,,,1
475352813,259379883,Directed,4088,,,1
475352813,113749355,Directed,4089,,,1
1251557758413017089,14230524,Directed,4110,,,1
1251557758413017089,247560825,Directed,4114,,,1
1251557758413017089,1178259705984094209,Directed,4116,,,1
852025319447871488,236699098,Directed,4159,,,1
852025319447871488,15846407,Directed,4162,,,1
852025319447871488,15485441,Directed,4163,,,1
852025319447871488,24719760,Directed,4165,,,1
1270252858600906752,14230524,Directed,4172,,,1
131928174,66369206,Directed,4183,,,1
131928174,627673190,Directed,4188,,,1
1220410068291801088,18610936,Directed,4189,,,1
1220410068291801088,512613427,Directed,4190,,,1
1220410068291801088,428377986,Directed,4192,,,1
1220410068291801088,17461978,Directed,4193,,,1
294712456,152590667,Directed,4199,,,1
294712456,2274190507,Directed,4200,,,1
294712456,12266442,Directed,4201,,,1
294712456,33339053,Directed,4202,,,1
294712456,17351666,Directed,4203,,,1
294712456,81344005,Directed,4204,,,1
294712456,21247989,Directed,4207,,,1
1247852843782017024,1073075100679892993,Directed,4215,,,1
1169715511787212802,913812620,Directed,4249,,,1
1169715511787212802,1522823412,Directed,4250,,,1
1169715511787212802,1117786405,Directed,4252,,,1
1169715511787212802,787714178282844161,Directed,4258,,,1
1073075100679892993,1031715696286281730,Directed,4259,,,1
1073075100679892993,1003751744822759425,Directed,4260,,,1
1073075100679892993,811941728,Directed,4261,,,1
1073075100679892993,3403882361,Directed,4263,,,1
1073075100679892993,1078420864260026369,Directed,4264,,,1
1073075100679892993,353345238,Directed,4265,,,1
1073075100679892993,428377986,Directed,4266,,,1
1073075100679892993,861742895036080129,Directed,4268,,,1
335011103,39364684,Directed,4280,,,1
335011103,338084918,Directed,4284,,,1
1283360235474882560,25365536,Directed,4314,,,1
1096048965492068352,811350,Directed,4319,,,1
30287715,43389935,Directed,4349,,,1
30287715,29307276,Directed,4351,,,1
30287715,45279311,Directed,4353,,,1
30287715,255176423,Directed,4354,,,1
30287715,34296488,Directed,4355,,,1
30287715,857619919,Directed,4357,,,1
30287715,57096687,Directed,4358,,,1
425871040,214201922,Directed,4380,,,1
425871040,245065992,Directed,4381,,,1
1153815312791474176,1073075100679892993,Directed,4403,,,1
1153815312791474176,1117786405,Directed,4407,,,1
1298175983586082816,2893511188,Directed,4429,,,1
1298175983586082816,236699098,Directed,4430,,,1
1298175983586082816,2884909108,Directed,4431,,,1
1298175983586082816,939091,Directed,4432,,,1
1298175983586082816,1228104082512105473,Directed,4433,,,1
1298175983586082816,30495613,Directed,4434,,,1
1298175983586082816,2228878592,Directed,4435,,,1
1298175983586082816,25073877,Directed,4438,,,1
30047168,133880286,Directed,4445,,,1
30047168,17899109,Directed,4447,,,1
30047168,19397785,Directed,4448,,,1
1241912439232499714,20566864,Directed,4464,,,1
338084918,18948541,Directed,4474,,,1
314270661,475352813,Directed,4580,,,1
314270661,268414482,Directed,4584,,,1
314270661,50374439,Directed,4586,,,1
314270661,26565946,Directed,4587,,,1
423868716,2422665828,Directed,4592,,,1
423868716,171165627,Directed,4595,,,1
423868716,19923144,Directed,4596,,,1
23369458,16331010,Directed,4610,,,1
133880286,30354991,Directed,4641,,,1
133880286,939091,Directed,4642,,,1
911621878778916865,24719760,Directed,4659,,,1
787714178282844161,1169715511787212802,Directed,4680,,,1
263939125,611322066,Directed,4709,,,1
263939125,248900032,Directed,4711,,,1
263939125,98416614,Directed,4714,,,1
263939125,34331045,Directed,4715,,,1
263939125,338084918,Directed,4716,,,1
263939125,30047168,Directed,4717,,,1
263939125,197122266,Directed,4718,,,1
2228878592,1901546563,Directed,4803,,,1
2228878592,17609668,Directed,4804,,,1
1265300412216815616,888121704555266049,Directed,4827,,,1
1265300412216815616,1169715511787212802,Directed,4834,,,1
1072993274,612473,Directed,4854,,,1
1260569394310197250,890891,Directed,4860,,,1
1260569394310197250,84353161,Directed,4861,,,1
1260569394310197250,38532460,Directed,4862,,,1
971830843713949697,627673190,Directed,4877,,,1
971830843713949697,259379883,Directed,4880,,,1
1092589796877320192,15846407,Directed,4954,,,1
1089628234075987969,20567939,Directed,4959,,,1
34331045,11071292,Directed,4995,,,1
1039833297751302144,877807935493033984,Directed,5006,,,1
446417791,45887164,Directed,5018,,,1
32660559,182573602,Directed,5030,,,1
1147419414511460352,612473,Directed,5039,,,1
1147419414511460352,2467791,Directed,5043,,,1
1147419414511460352,169120402,Directed,5046,,,1
248900032,27260086,Directed,5047,,,1
1249889062233747456,5392522,Directed,5069,,,1
1249889062233747456,939091,Directed,5072,,,1
1249889062233747456,169686021,Directed,5076,,,1
1149206376,18222599,Directed,5081,,,1
1686815630,429247237,Directed,5104,,,1
83708220,85452649,Directed,5111,,,1
83708220,21447363,Directed,5112,,,1
20566864,272523714,Directed,5128,,,1
20566864,19955482,Directed,5129,,,1
20566864,26703925,Directed,5132,,,1
20566864,147787042,Directed,5133,,,1
20566864,23369458,Directed,5134,,,1
20566864,183349235,Directed,5135,,,1
1269637164049952770,4852672499,Directed,5147,,,1
1269637164049952770,754860209877688320,Directed,5149,,,1
1269637164049952770,1522823412,Directed,5151,,,1
1269637164049952770,726233265552654336,Directed,5152,,,1
1269637164049952770,104040220,Directed,5153,,,1
1269637164049952770,133880286,Directed,5154,,,1
1269637164049952770,888121704555266049,Directed,5155,,,1
1269637164049952770,1169715511787212802,Directed,5156,,,1
177788602,42519612,Directed,5167,,,1
177788602,106823281,Directed,5168,,,1
27781680,20567939,Directed,5194,,,1
27781680,45279311,Directed,5196,,,1
1177194153710686209,343627165,Directed,5220,,,1
1177194153710686209,713993413,Directed,5225,,,1
867439291,155659213,Directed,5249,,,1
890841483145867264,90836187,Directed,5270,,,1
890841483145867264,42562446,Directed,5277,,,1
515922423,33995409,Directed,5278,,,1
1315298502,16302242,Directed,5291,,,1
1315298502,158126576,Directed,5292,,,1
1315298502,88052073,Directed,5294,,,1
1315298502,506427309,Directed,5295,,,1
1315298502,26735127,Directed,5296,,,1
1315298502,718156043528900608,Directed,5297,,,1
1102918716348657664,769869708359237632,Directed,5354,,,1
3017957005,42519612,Directed,5373,,,1
1289028644862664704,785838015675568128,Directed,5388,,,1
1289028644862664704,702699422589714432,Directed,5389,,,1
1289028644862664704,193494089,Directed,5390,,,1
1289028644862664704,255792011,Directed,5391,,,1
1289028644862664704,3015740111,Directed,5392,,,1
1289028644862664704,779898205,Directed,5393,,,1
1289028644862664704,2296445296,Directed,5394,,,1
1289028644862664704,994727755509051392,Directed,5395,,,1
1289028644862664704,3305470938,Directed,5396,,,1
1289028644862664704,1030687460102168576,Directed,5397,,,1
635884152,14075928,Directed,5427,,,1
189081669,1013634584448196608,Directed,5440,,,1
785838015675568128,29873662,Directed,5449,,,1
2565956698,20567939,Directed,5458,,,1
23497233,24165761,Directed,5473,,,1
801874623176511488,469591535,Directed,5496,,,1
362205507,33995409,Directed,5510,,,1
255792011,909102066,Directed,5526,,,1
334468453,162614420,Directed,5528,,,1
334468453,288956125,Directed,5529,,,1
