Source|Target
1297520167967248384|7702542
1297520167967248384|1176603386843729923
1297520167967248384|592730371
1297520167967248384|1258077806954766336
1297520167967248384|356351150
1297520167967248384|2262885770
1297520167967248384|3252528612
1297520167967248384|2236752439
1297520167967248384|189240911
1297520167967248384|15745368
127117223|3003600214
127117223|983761072644648960
127117223|60223182
127117223|772165652
127117223|762402774260875265
127117223|1172326749247422464
127117223|32433869
127117223|133015888
127117223|28178092
127117223|154141941
462822954|397703316
462822954|111021184
462822954|26637348
462822954|279208035
462822954|19143584
462822954|26642006
462822954|35039490
462822954|874904274
462822954|66590132
462822954|31256852
3995778614|254435615
3995778614|570436252
3995778614|34367582
3995778614|1163992520252153857
3995778614|952022545489838080
3995778614|908016484261048320
3995778614|37630113
3995778614|22203756
3995778614|16193222
3995778614|1105540556
1960613304|85626417
1960613304|14638581
1960613304|14605976
1960613304|34296796
1960613304|62937960
1960613304|142296675
1960613304|390835296
1960613304|40231134
1960613304|310010392
1960613304|628420505
27860702|4209001432
27860702|475210759
27860702|19252694
27860702|130125655
27860702|233953901
27860702|266008957
27860702|543771912
27860702|249180181
27860702|4703308453
27860702|827637158555033600
1295157751841280001|38495835
1295157751841280001|39349894
1295157751841280001|41634520
1295157751841280001|232901331
1295157751841280001|29458079
1295157751841280001|822215679726100480
1295157751841280001|245963716
1295157751841280001|28628850
1295157751841280001|25073877
1295157751841280001|56561449
1287626469712121856|70903729
1287626469712121856|1176135546
1287626469712121856|295833852
1287626469712121856|98932084
1287626469712121856|34507480
1287626469712121856|379198067
1287626469712121856|2348284469
1287626469712121856|76294950
1287626469712121856|2713703797
1287626469712121856|3304190162
306642753|16664681
306642753|196877726
306642753|159010047
306642753|150270167
306642753|15155611
306642753|147428021
306642753|23481538
306642753|5426712
306642753|344634424
306642753|24606482
1032805565796311040|219429281
1032805565796311040|59338142
1032805565796311040|232901331
1032805565796311040|426230268
1032805565796311040|613317264
1032805565796311040|4855824825
1032805565796311040|326827903
1032805565796311040|192716522
1032805565796311040|52175131
1032805565796311040|196061695
870825202678157312|35787166
870825202678157312|992906809215242246
870825202678157312|962640537047224321
870825202678157312|1156039853236113408
870825202678157312|20567939
870825202678157312|428377986
870825202678157312|11348282
870825202678157312|1131604147885760512
870825202678157312|990686446167166979
870825202678157312|1090212878207070208
56774483|26441624
56774483|34352668
56774483|3004231
56774483|66690229
56774483|304736969
56774483|366460133
56774483|130734452
56774483|195419860
56774483|39896775
56774483|400359951
18560271|223489491
18560271|76200822
18560271|16624430
18560271|227444529
18560271|128115952
18560271|21579663
18560271|44286056
18560271|252709144
18560271|30564620
18560271|14342759
205392468|292972175
205392468|108738277
205392468|72631996
205392468|126062842
205392468|16307778
205392468|830177829736345600
205392468|15472068
205392468|16334281
205392468|83466368
205392468|19990779
843514885644271616|1263585754665504770
843514885644271616|1288883891126902789
843514885644271616|1286789139698987008
843514885644271616|1266071503038275593
843514885644271616|1214360999538638848
843514885644271616|1250875036786966529
843514885644271616|1286779942794076168
843514885644271616|63838082
843514885644271616|2870761607
843514885644271616|46404449
24578794|2361631088
24578794|60190930
24578794|1451773004
24578794|50426041
24578794|194658182
24578794|2970279814
24578794|408527894
24578794|1676448152
24578794|1364226660
24578794|858466264875900929
39349894|17454769
39349894|17074440
39349894|581999965
39349894|814103950404239360
39349894|259001548
39349894|22938914
39349894|405004997
39349894|25837289
39349894|28946201
39349894|17469289
48223726|18462058
48223726|14957318
48223726|145879277
48223726|35827739
48223726|24212655
48223726|22916785
48223726|1945909922
48223726|18560271
48223726|1754641
48223726|12550682
56321478|743560108509007872
56321478|85498982
56321478|1255570408792784896
56321478|1270489840979783680
56321478|15513604
56321478|729039278307577856
56321478|1278786041558818843
56321478|2438831503
56321478|1907740789
56321478|40282700
1226928204805328897|1154982115395756034
1226928204805328897|1280968468339331075
1226928204805328897|3016813821
1226928204805328897|1275893570751229954
1226928204805328897|715136530705068032
1226928204805328897|1135719560353595393
1226928204805328897|988152216438657026
1226928204805328897|1265269066459037696
1226928204805328897|213278292
1226928204805328897|1201169110798876672
12550682|1338624594
12550682|219094076
12550682|4787195570
12550682|2829862789
12550682|635608354
12550682|2385543350
12550682|7902612
12550682|823284418550910979
12550682|868522251611766784
12550682|23931770
57289662|337959722
270109981|49500078
270109981|258561028
270109981|191921592
270109981|28502083
270109981|249991315
270109981|30720182
270109981|2499386443
270109981|488048308
270109981|337219759
270109981|26392098
861598125772951552|1215911218600468481
861598125772951552|3411274437
861598125772951552|537868113
861598125772951552|194671030
861598125772951552|15670006
861598125772951552|18247062
861598125772951552|11859822
861598125772951552|3199237042
861598125772951552|240562789
861598125772951552|1168016603411288064
1196816405779361793|1054172393466486789
1196816405779361793|1216971385777664005
2510356369|247860605
2510356369|18539631
2510356369|12151932
2510356369|19103481
2510356369|2363674656
2510356369|26813101
2510356369|373471064
2510356369|383141721
2510356369|158079127
2510356369|758626965188247552
1297890577040773121|34430522
1297890577040773121|1073336054
1297890577040773121|22910295
1297890577040773121|1960613304
1297890577040773121|384951307
1297890577040773121|151123001
1297890577040773121|835833765033291777
1297890577040773121|3431530511
1297890577040773121|2255036665
1297890577040773121|422201803
531615634|510861121
531615634|293197055
531615634|1268446428
531615634|3386125883
531615634|19601566
531615634|335316342
531615634|3039354887
531615634|188572171
531615634|301813374
531615634|153956053
287884272|275582390
287884272|407281133
287884272|15488915
287884272|106500748
287884272|16785808
287884272|19417850
287884272|263263112
287884272|23902511
287884272|17687524
287884272|19698410
497052651|19570960
497052651|932085767131758592
497052651|17367078
497052651|50769180
497052651|17685258
497052651|18208354
497052651|91478624
497052651|18189966
497052651|818927131883356161
497052651|813286
1063519736607268872|1212831832275730432
1063519736607268872|158487331
1063519736607268872|1103768824728481807
1063519736607268872|1054172393466486789
1063519736607268872|1161977731321618433
1063519736607268872|788156396122599424
1063519736607268872|835173136291225600
1063519736607268872|1062570323260915717
1063519736607268872|53184877
1063519736607268872|1068702981649063942
1117820648716480512|897985808325640193
1117820648716480512|921468047973548033
1117820648716480512|1050753951719706625
1117820648716480512|879760355429412864
1117820648716480512|3384847961
1117820648716480512|2868578151
1117820648716480512|515747623
1117820648716480512|1105481400109723648
1117820648716480512|114307748
1117820648716480512|1124743181113884679
25127156|39597189
25127156|63631667
25127156|14246295
25127156|42764403
25127156|51132158
25127156|112542927
25127156|371850903
25127156|179734532
25127156|169081688
25127156|17298881
18139497|14093499
18139497|17527642
18139497|17878138
18139497|16174854
18139497|16711024
18139497|8453452
18139497|18166778
18139497|17241148
18139497|17927146
18139497|18627062
15515169|552746279
15515169|549197794
15515169|978916034
15515169|1092807660615987200
15515169|1583637348
15515169|4706270920
15515169|15048442
15515169|2576867034
15515169|377726722
15515169|62921722
34430522|312362486
34430522|62203990
34430522|37367041
34430522|154280902
34430522|39364684
34430522|255388236
34430522|48294321
34430522|45652082
34430522|54778570
34430522|415605847
273452117|715173564
273452117|370879267
273452117|772499748
273452117|2842676404
273452117|171273754
273452117|920198755
273452117|498359592
273452117|31176167
273452117|148526885
273452117|3008183650
1108472017144201216|75541946
1108472017144201216|938758536938557440
1108472017144201216|570850361
1108472017144201216|471672239
1108472017144201216|3108638488
1108472017144201216|117509692
1108472017144201216|274641575
1108472017144201216|60403024
1108472017144201216|245963716
1108472017144201216|95555486
216935219|36824305
216935219|393109220
216935219|3095095208
216935219|55721585
216935219|794354555215630336
216935219|546150959
216935219|1367531
216935219|368451190
216935219|55696638
216935219|1457936815
471741741|4408147468
471741741|295251095
471741741|2570642840
471741741|54936590
471741741|571878474
471741741|2381667174
471741741|93766096
471741741|1057089962
471741741|3301446274
471741741|776046674028269568
1094649075021107200|1138797525236953089
1094649075021107200|1090101905529995264
1094649075021107200|1147862259047124992
1094649075021107200|758410434525495297
1094649075021107200|1201936330684534785
1094649075021107200|2682858133
1094649075021107200|1161115088264105986
1094649075021107200|1213450204419985412
1094649075021107200|1092906550153363456
1094649075021107200|1128012670320295936
818928162449068032|20437286
818928162449068032|54885400
818928162449068032|1120417197120266241
818928162449068032|8775672
818928162449068032|818876014390603776
818928162449068032|78408666
818928162449068032|66369181
818928162449068032|20179628
818928162449068032|988573326376427520
818928162449068032|61853389
422201803|3730760296
422201803|128611100
422201803|22099528
422201803|94166168
422201803|151640606
422201803|482280692
422201803|153800288
422201803|4893080543
422201803|1912857991
422201803|233542963
894527124|622176101
894527124|91882544
894527124|41634520
894527124|1106682476259364864
894527124|1866311894
894527124|167069133
894527124|1257089516202065920
894527124|165760727
894527124|580041627
894527124|1196441152486072320
29458079|68399194
29458079|272395158
29458079|17685258
29458079|299456906
29458079|30180137
29458079|34395888
29458079|7702542
29458079|16331010
29458079|24578794
29458079|19956026
272395158|15730467
272395158|18608514
272395158|19362341
272395158|27085401
272395158|193785644
272395158|16789970
272395158|21525246
272395158|531627880
272395158|36690579
272395158|16222584
1268970789883314180|823367015830323201
1268970789883314180|523248016
1268970789883314180|75541946
1268970789883314180|21536398
1268970789883314180|11454572
1268970789883314180|44111669
1268970789883314180|39344374
1268970789883314180|89539134
1268970789883314180|237348797
1268970789883314180|240454812
38495835|91279573
38495835|34241428
38495835|41634520
38495835|38644883
38495835|3006081057
38495835|586291040
39344374|842887717
39344374|26404569
39344374|3420965229
39344374|21375462
39344374|2651190312
39344374|518892704
39344374|16347021
39344374|4235652329
39344374|488533842
39344374|20016304
43017766|1715202757
43017766|20824583
43017766|3384022846
43017766|214841339
43017766|709095240
43017766|111093944
43017766|1274313812095586306
43017766|891078811
43017766|3388831934
43017766|27602673
18180495|12804312
18180495|763906257409314817
18180495|26177642
18180495|402530529
18180495|3073608763
18180495|334188730
18180495|297288438
18180495|1440641
18180495|29814872
18180495|3287894586
3420965229|746050166
3420965229|4923759134
3420965229|2458862112
3420965229|37051426
3420965229|18226567
3420965229|828149395
3420965229|169533799
3420965229|1705637593
3420965229|479839017
3420965229|1717369922
18462058|21924525
18462058|286339472
18462058|33473521
18462058|1129901605443317760
18462058|127658883
18462058|51634581
18462058|2244340904
18462058|334732770
18462058|26912754
18462058|27720627
722586421622611968|807095
722586421622611968|18266688
722586421622611968|196168350
722586421622611968|54412900
722586421622611968|18227519
722586421622611968|50325797
722586421622611968|11134252
722586421622611968|29458079
722586421622611968|942156122
722586421622611968|132496568
1066820433721331714|490126636
1066820433721331714|2802545808
1066820433721331714|52849416
1066820433721331714|31220797
1066820433721331714|20878297
1066820433721331714|67978697
1066820433721331714|1475717568
1066820433721331714|49762925
1066820433721331714|335362250
1066820433721331714|2490829999
151123001|154922784
151123001|2366036737
151123001|987377424
151123001|87485077
151123001|504550793
151123001|281550628
151123001|193660990
151123001|17461978
151123001|2389253142
151123001|79293791
40793905|25073877
40793905|1099496551368421381
40793905|1287232426733961218
40793905|606038872
40793905|615834228
40793905|98118228
40793905|1150952329014894593
40793905|43775786
40793905|1199522589573554176
40793905|1260490499108016128
885487044243238912|2597413135
788752007246905344|838627619708928000
788752007246905344|3318942674
788752007246905344|34197952
788752007246905344|1247142141245026305
788752007246905344|1173616690472480768
788752007246905344|852069728151633920
788752007246905344|151363315
788752007246905344|1008955540234334208
788752007246905344|277434037
788752007246905344|807049065200500737
15254807|388766023
15254807|3070789361
15254807|586198217
15254807|266717381
15254807|2303751216
15254807|108557681
15254807|72659981
15254807|15160529
15254807|16465385
15254807|238062022
1864924758|1256589055594131456
1864924758|1258400718978977799
1864924758|2709640759
1864924758|9589252
1864924758|3179356160
1864924758|58880942
1864924758|233788247
1864924758|65290069
1864924758|2461818642
1864924758|584675116
199854295|448654238
199854295|280119920
199854295|270109981
199854295|169229383
199854295|166645398
199854295|203814712
199854295|2291717960
199854295|338352720
199854295|826383650
199854295|373673033
112764971|3081430113
112764971|2584588824
112764971|886916353
112764971|90836187
112764971|138713484
112764971|71289506
112764971|382660956
112764971|1268169925165809664
112764971|536541186
112764971|625869778
1170215895895089153|1198612057941303296
1170215895895089153|1167465054742220801
1170215895895089153|841823359977439233
1170215895895089153|1083700414699134976
1170215895895089153|1164954000732631040
1170215895895089153|1160652450065522690
1170215895895089153|778854695620136960
1170215895895089153|948994621803192320
1170215895895089153|1202456783924498432
1170215895895089153|4442800580
14957318|14946379
14957318|17324724
14957318|11814292
14957318|18795088
14957318|17173775
14957318|123749721
14957318|36703823
14957318|61676246
14957318|26515347
14957318|7744592
3309200134|1652541
3309200134|1139817856302866434
3309200134|231033118
3309200134|26638335
3309200134|2855536962
3309200134|392714686
3309200134|2842306788
3309200134|5402612
3309200134|2543109397
3309200134|1858497169
1270520908592099329|322293052
1270520908592099329|18839785
1270520908592099329|1447949844
1270520908592099329|25073877
1270520908592099329|60937837
1270520908592099329|885487044243238912
1270520908592099329|1279105824887959556
1270520908592099329|471741741
1270520908592099329|106150728
1270520908592099329|849477276
384951307|117773801
384951307|2326857668
384951307|4418429837
384951307|55194358
384951307|118739566
384951307|19701628
384951307|462495637
384951307|91205401
384951307|2255036665
384951307|140070953
720293443260456960|67119128
720293443260456960|2813604714
720293443260456960|720610918355361794
720293443260456960|733335574543794176
720293443260456960|154567275
720293443260456960|2314391886
720293443260456960|39344374
720293443260456960|205938621
720293443260456960|245963716
720293443260456960|835721828
34927577|704391334128394240
34927577|2793295682
34927577|165871055
34927577|1064493066
34927577|21976616
34927577|240802366
34927577|432895323
34927577|356521068
34927577|22376014
34927577|18978469
1154147577014734854|166627783
1154147577014734854|295430537
1154147577014734854|47293791
1154147577014734854|2479917134
1154147577014734854|895944697
1154147577014734854|3168663944
1154147577014734854|18038964
1154147577014734854|1076630092086939648
1154147577014734854|2296121949
1154147577014734854|121962354
30621351|239453393
30621351|377429692
30621351|3099985475
30621351|27695719
30621351|1066734666
30621351|3158225238
30621351|3380207368
30621351|57286005
30621351|3037889277
30621351|74418675
23937786|330227488
23937786|522171890
23937786|56120425
23937786|83132950
23937786|900116776561856516
23937786|87118217
23937786|108568373
23937786|1226185070
23937786|710578417553563650
23937786|263051814
45662364|939091
45662364|2917672914
45662364|22203756
45662364|7563792
45662364|3158077188
45662364|22841103
45662364|790136510
45662364|822225946916884480
45662364|27553776
45662364|245529441
36218435|15811181
36218435|13850422
36218435|17626551
36218435|38374902
36218435|862782173346054144
36218435|275290010
36218435|21987741
36218435|38349184
36218435|2359926157
36218435|325830217
1274612817820356608|168541923
1274612817820356608|770781940341288960
1274612817820356608|1278408171267207168
1274612817820356608|1264252459515547656
1274612817820356608|1218401288184049670
1274612817820356608|984537447525691392
1274612817820356608|41634520
1274612817820356608|984510232964419584
1274612817820356608|39344374
1274612817820356608|944520904595435520
16882335|14635705
16882335|21061477
16882335|27373358
16882335|26258534
16882335|14149306
16882335|21326116
16882335|17988954
16882335|18906805
16882335|22895193
16882335|20410783
5509762|2164909022
5509762|200339748
5509762|5496932
5509762|15113565
5509762|15207668
5509762|33828713
5509762|829782369670410240
5509762|262480548
5509762|57770539
5509762|159514156
595515713|3243718652
595515713|131144285
595515713|14957318
595515713|9300262
595515713|1111940934
595515713|976542720
595515713|1281405877
595515713|455024343
595515713|529721167
595515713|316389142
965590040|354751337
965590040|557226130
965590040|489703948
965590040|36008570
965590040|26621074
965590040|330197910
965590040|2204282010
965590040|449178207
965590040|300051861
965590040|464689544
25101996|58579942
25101996|2935489123
25101996|16589206
25101996|23603092
25101996|3420965229
25101996|3932768472
25101996|595515713
25101996|1485029462
25101996|10156532
25101996|42389136
1293914509476679681|250037542
1293914509476679681|79293791
1293914509476679681|813286
1293914509476679681|25073877
1293914509476679681|409486555
842071545296084992|3041041265
842071545296084992|1031566436957908997
842071545296084992|830175811902832644
842071545296084992|15931637
842071545296084992|68611923
842071545296084992|800707492346925056
842071545296084992|47632905
842071545296084992|1161645520009486337
842071545296084992|45828171
842071545296084992|276445663
3431530511|19583545
96948912|52496551
96948912|787371102
96948912|1956130292
96948912|34305774
96948912|2370455642
96948912|135112407
96948912|22949587
96948912|1341212263
96948912|1237678354020564993
96948912|1329047808
456095936|2726664223
456095936|234059836
456095936|211387971
456095936|390456773
456095936|220882526
456095936|164968004
456095936|370463301
456095936|216890780
456095936|53108585
456095936|214761245
51990743|3063032281
51990743|165511377
51990743|711823759
51990743|22203756
51990743|35442524
51990743|16726846
51990743|17833536
51990743|19079396
51990743|82282572
51990743|21879024
900528228745478145|985914227197120512
900528228745478145|753519218
900528228745478145|3247913411
900528228745478145|82188533
900528228745478145|1194296460004790272
900528228745478145|1136679307789709314
900528228745478145|32541880
900528228745478145|991320289173700608
900528228745478145|970384204612669441
900528228745478145|72733448
1209738691096301568|1209194381971836928
1209738691096301568|1192424408859783169
1209738691096301568|1074575494836699136
1209738691096301568|1214820019613392896
1209738691096301568|1128680280787771393
1209738691096301568|1178558466270482434
1209738691096301568|1207248153608458240
1209738691096301568|1201215326047866888
1209738691096301568|1129622811817926656
1209738691096301568|1210427844607631360
1284223303868198914|17396774
1284223303868198914|326442259
1284223303868198914|1197064033
1284223303868198914|997138321586511873
1284223303868198914|303431661
1284223303868198914|1259714432
1284223303868198914|1112608868
1284223303868198914|1049642834498850816
1284223303868198914|49527047
1284223303868198914|25073877
851526166100029442|1444380402
851526166100029442|52544275
851526166100029442|21862217
851526166100029442|29216764
851526166100029442|2417586104
851526166100029442|279724573
851526166100029442|14275562
851526166100029442|281610530
851526166100029442|27744185
851526166100029442|18983793
145535271|63796828
145535271|88859982
145535271|1690491247
145535271|149477829
145535271|3032283636
145535271|2981263152
145535271|29958928
145535271|783214
145535271|85221650
145535271|2842306788
857250949110300676|2273353286
857250949110300676|3253447873
857250949110300676|3294963926
857250949110300676|753573851540262912
857250949110300676|1859564400
857250949110300676|3715381333
857250949110300676|577063888
857250949110300676|177673457
857250949110300676|2617066206
857250949110300676|2550018541
79581485|259365081
79581485|815384234
79581485|7474742
79581485|56927742
79581485|461615362
79581485|102467517
79581485|35834359
79581485|238182322
79581485|329731049
79581485|635205768
28785486|180533427
28785486|53114540
28785486|23631711
28785486|2450083568
28785486|26553086
28785486|226631680
28785486|16589206
28785486|18272476
28785486|57487222
28785486|45128645
14980820|1130530796345942016
14980820|1592025308
14980820|30470207
14980820|251230296
14980820|63314984
14980820|3429128139
14980820|15933690
14980820|15485441
14980820|67506918
14980820|78110149
18166778|18139497
18166778|16882335
18166778|51990743
18166778|25154114
18166778|17177876
18166778|41854403
18166778|3995778614
18166778|34927577
18166778|15515169
18166778|15912009
1346439824|738367164395048960
1346439824|166665752
1346439824|2213932272
1346439824|1357567292
1346439824|2791245386
1346439824|66386127
1346439824|3121006739
1346439824|2617066206
1346439824|1098880074126950401
1346439824|3042900133
205938621|14364779
205938621|22508972
205938621|185920673
205938621|26315586
205938621|402807652
205938621|516133375
205938621|39263294
205938621|20535237
205938621|26829777
205938621|23505298
35827739|36240256
35827739|55040877
35827739|830482047147864066
35827739|22637974
35827739|275648907
35827739|27128303
35827739|1482572785
35827739|211676520
35827739|2990159890
35827739|416061496
3932768472|2773610048
3932768472|996194438
3932768472|756242380517433344
3932768472|153447382
3932768472|1081210255680389120
3932768472|1136411599223369729
3932768472|1093585803190652928
3932768472|71695099
3932768472|787838613337800704
3932768472|130574287
1754641|19907538
1754641|33792634
1754641|5722742
1754641|59145948
1754641|8412262
1754641|16161384
1754641|332617373
1754641|36132639
1754641|394797065
1754641|1435777862
36065771|1326587942
36065771|22411342
36065771|2376840078
36065771|109962407
36065771|4224237432
36065771|244926036
36065771|66740930
36065771|125682999
36065771|110194715
36065771|78647098
702576038|540538929
702576038|466193951
702576038|549068532
702576038|207266762
702576038|761355348
702576038|1188176701
702576038|628228680
702576038|324751765
702576038|787804566
702576038|605123890
1140041857|49833641
1140041857|262113941
1140041857|264984691
1140041857|311095986
1140041857|29562422
1140041857|2218359584
1140041857|243377356
1140041857|997539450
1140041857|361400752
1140041857|3300701782
1297740366318313472|173744348
